,Document,Topic,Name,Top_n_words,Probability,Representative_document
1319,rt : need somebody to smoke with,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.931237793,FALSE
1331,"rt : pls i am begging let jean see marco in the smoke, let jean see marco in the smoke, let jean see marco in the smoke, let jean",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.669783808,FALSE
1337,"see me when ya see me, if its smoke dawg then unleash it",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1342,ali was on smoke,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1347,.#cher's superyoung boyfriend #alexanderedwards enjoys a smoke at lax,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1363,"all the ""allegations/smoke"" are just smoke. until then he innocent until proven guilty by a court of law not by public opinion. to even compare uct chemical engineering graduate to a unisa law graduate is laughable",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.835923319,FALSE
1372,bro i cant smoke for a week omfg wtf,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.850638164,FALSE
1385,rt : wheres the cult where weed is communion? cause id def smoke the body of christ.,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1390,i need to smoke a zoot before i do something bare spiteful lol,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.98045534,FALSE
1395,maybe i do smoke so much to cope thought i just like smoking..,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1397,"un vape mejor, y cul no te hablo exagerado",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.30657807,FALSE
1421,vaping is a summer sport,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.691505288,FALSE
1422,i smoke too much when other shit b on my head,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1426,smoke &amp; enjoy each other company,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.161727591,FALSE
1427,and he blowin smoke on that baby jeebus statue,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1428,from vaping to procreating: still vaping? | nature's real health,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.942028946,FALSE
1429,rt : help she brought a portable charger for her vape,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.506708407,FALSE
1432,rt : come smoke w me &lt;3,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.849488559,FALSE
1440,quinto pinch vape que pierdo en semanas.,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.417889536,FALSE
1459,"whenever i saw pete smoking i always say he can blow it on my face for all i care but since ny auntie whos smokes lived with us, i fucking hate the smell of cigarettes smoke i hate it with my whole being",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.898627506,FALSE
1461,", on his way to the caff to smoke an after-dinner cavour # # #",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1467,this first time ina min im like i wannaa smoke,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.928564461,FALSE
1469,quiero un vape,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1481,rt : vaping destroys male sperm so of course they're pushing vaping via characters in bill gates funded,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.828657445,FALSE
1506,"kevel the guardian of authority fell into the void and fought rocie the magister of smoke. kevel the guardian of authority was never provoked, for the rocie the magister of smoke was always too passive.",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.971810103,FALSE
1524,rt : of us doing drains all night while we smoke weed and laugh at your stupid fat face htt,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1533,rt : at least i can still smoke in my car. priyanka owns bb16,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1544,i dont even smoke as much as i use too. ive found peace and understanding,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1550,today is the day i cut all ties w everybody jackd grinder has officially been deleted an gone stay that way i don't like y'all anymore i don't wanna kick it w u skate w u smoke w u fuck on u nothing i'm good if you have my number please lose it. it's no hard feelings,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.588161338,FALSE
1574,we went a couple rounds i beat his ass he wanna smoke mee,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1586,koffee &amp; kush ep ... shout-outs &amp; a smoke breaker! reggie pack otw! pause otw: munchies; smash or pass!?,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.651569323,FALSE
1594,and who did he smoke under the age of ?,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1595,naw we've smoked forever together. long before he was successful and we always smoke. not once did he say no. quit cherry picking.,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1600,"this is all media bs, when the smoke from the lit turd clears you will see he is good.",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.744012801,FALSE
1611,rt : he took a quick smoke brake before hitting him ko #fights #hoodvideos #hoodfighting #knockout #knockoutfights #fighti,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1632,rt : come smoke with me,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.858625044,FALSE
1633,what wrong with it? not a hobbyist? what do you do then other than smoke dope?,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1639,they smoke some good shit over at gf,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.834016962,FALSE
1650,smoke so much cant get high no mo,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.976040287,FALSE
1655,kiss on the pussy while i smoke please,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.929737165,FALSE
1656,i wanna smoke more anyways hey im back,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.986488439,FALSE
1658,"sugar daddy iida sitting in a smoke lounge, running his big fingers along the hem of aoyamas latex mini-skirt, slipping his fingertips between the tight material and yamas fishnets, murmuring wear this outfit again around a cigar",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1661,wanna smoke but i do not wanna go outside,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.885443521,FALSE
1663,pereira bringing the smoke this round,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1664,prest mi vape y lo pierden ptmr,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.602580845,FALSE
1667,rt : quiero un vape,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.649207801,FALSE
1668,"yeah, actually his head is circle of smoke then he angry lol",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1669,"""i need a smoke---"" again, it's a soul swap, not a mind one. shouldn't the addictive effects stay in sanji's body? #onepiece",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1674,"rt : if we can smoke, we can do anything each other, just make we happy ,#pnp #smoke # #hifun https:/",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.22788809,FALSE
1680,what you smoke bro?,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.961990317,FALSE
1684,"auco the shield of the wild fell into the void and fought rocie the magister of smoke. auco the shield of the wild was never ambitious, for the rocie the magister of smoke was always too uninspired.",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1686,what did he smoke,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1687,"hey, we smoke together",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.433604422,FALSE
1688,rt : we told homie we was having a smoke session just for us to bitch him out mins later,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.841495741,FALSE
1690,sure. by the time he has aquired a jetpack that shoots rainbow colored smoke and flies tf outta there.,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1693,it's called having nothing to get him on and all smoke by the dems... privilege is what you get when your last name is clinton,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1694,dont know but he need to not smoke nomo. ass good to him to,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.854271829,FALSE
1710,rt : after i smoke im going to eat your pussy,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1715,i love cigs but i live w my parents its impossible to smoke,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1717,where theres smoke.,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1749,see me when you see me dawgy if its smoke unleash it,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1750,the puff of smoke when he misses the target completely wasexpected.,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1760,rt : priyanka mahaan hain toh kya woh agarbitti smoke karein? i am done with the hate of people for priyanka.,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1788,ayer me metieron esa mierda dicindome que era vape de sanda jajsjaja,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.68271001,FALSE
1789,not even that at yo house you said sully roll this so we can smoke,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1795,he should smoke a j tbh,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1796,and we gone smoke you niggas cause we dont play with our food,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1819,ant taylor is going to smoke tommy fury if they ever rematch you know the vibes my nigga.,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.948540223,FALSE
1824,"plucking the cigarette from between his lips, he exhales a mouthful smoke. . the cloud dissipates as he waves his hand. for little ol' me? you know, i'm not one of those humble knights that'll say ""you shouldn't have."" so yes, i wanna see",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1825,"im so mad im bout to smoke blunts..dont call hmu, hell dont even checc on me frfr",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.794674393,FALSE
1826,chris aint suckin no dick give the smoke!! #rhop,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1836,he was not wrong. it did go up. up in smoke,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1840,"buddys sitting and got the smoke in his hand looking like its an album cover, like this piece",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1842,i just wanna to know what you smoke???,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.796314849,FALSE
1846,ahora si como que se me antoja un vape,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1848,he didn't call out the glazers yunno but had so much smoke for eth.,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1850,when im drunk too much motion makes me sick and when i smoke my mouth gets dry,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
1866,can we walk naked in nature and smoke together,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.27986915,FALSE
1874,"rt : creampie me, then smoke?",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.775790496,FALSE
1883,deje el vape,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.474072402,FALSE
1887,rt : i tried to run away with her vape,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.771328399,FALSE
1894,did putin smoke him too.,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.783582035,FALSE
1915,hookup from yesterday gave me a sweater and a vape and now im in love with him,0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,0.816247559,FALSE
1923,"he screamed, again and again, but seemed alone in a bubble of dark smoke and flaming rubble. then he could make out a figure rising from the inferno.",0,0_hes_smoke_vape_dont,hes - smoke - vape - dont - im - see - rt - cant - come - fuck,1,FALSE
